"","section","subsection","title","abstract","url","byline","item_type","updated_date","created_date","published_date","material_type_facet","kicker","multimedia.url","multimedia.format","multimedia.height","multimedia.width","multimedia.type","multimedia.subtype","multimedia.caption","multimedia.copyright","multimedia.url.1","multimedia.format.1","multimedia.height.1","multimedia.width.1","multimedia.type.1","multimedia.subtype.1","multimedia.caption.1","multimedia.copyright.1","multimedia.url.2","multimedia.format.2","multimedia.height.2","multimedia.width.2","multimedia.type.2","multimedia.subtype.2","multimedia.caption.2","multimedia.copyright.2","multimedia.url.3","multimedia.format.3","multimedia.height.3","multimedia.width.3","multimedia.type.3","multimedia.subtype.3","multimedia.caption.3","multimedia.copyright.3","multimedia.url.4","multimedia.format.4","multimedia.height.4","multimedia.width.4","multimedia.type.4","multimedia.subtype.4","multimedia.caption.4","multimedia.copyright.4","short_url","stringsAsFactor","des_facet","per_facet","des_facet1","des_facet2","des_facet3","des_facet4","org_facet1","org_facet2","per_facet1","per_facet2","geo_facet","geo_facet1","geo_facet2","org_facet","per_facet3","per_facet4","per_facet5","per_facet6","per_facet7","des_facet5","des_facet6","des_facet7","des_facet8","geo_facet3","geo_facet4","geo_facet5","org_facet3","des_facet9","des_facet10","des_facet11","des_facet12","org_facet4","org_facet5","org_facet6","org_facet7","per_facet8","per_facet9","per_facet10","per_facet11","geo_facet6"
"594","Reader Center","","For Ana Marie Cox, Goodbyes Can Be Awkward","Sunday marks her last back-page interview for The Magazine’s “Talk” column. This time, she’s the one doing the introspection.","https://www.nytimes.com/2017/10/19/reader-center/for-ana-marie-cox-goodbyes-can-be-awkward.html","By ANA MARIE COX","Article","2017-10-19T07:37:39-04:00","2017-10-19T07:37:39-04:00","2017-10-19T07:37:39-04:00","","","https://static01.nyt.com/images/2017/10/21/reader-center/19-cox-combo/19-cox-combo-thumbStandard.jpg","Standard Thumbnail","75","75","image","photo","Ana Marie Cox","Tim Gruber for The New York Times","https://static01.nyt.com/images/2017/10/21/reader-center/19-cox-combo/19-cox-combo-thumbLarge.jpg","thumbLarge","150","150","image","photo","Ana Marie Cox","Tim Gruber for The New York Times","https://static01.nyt.com/images/2017/10/21/reader-center/19-cox-combo/19-cox-combo-articleInline-v2.jpg","Normal","115","190","image","photo","Ana Marie Cox","Tim Gruber for The New York Times","https://static01.nyt.com/images/2017/10/21/reader-center/19-cox-combo/19-cox-combo-mediumThreeByTwo210.jpg","mediumThreeByTwo210","140","210","image","photo","Ana Marie Cox","Tim Gruber for The New York Times","https://static01.nyt.com/images/2017/10/21/reader-center/19-cox-combo/19-cox-combo-superJumbo-v2.jpg","superJumbo","1186","1943","image","photo","Ana Marie Cox","Tim Gruber for The New York Times","https://nyti.ms/2l0D1sh",FALSE,NA,NA,"News and News Media","Magazines","Celebrities","Talk Column",NA,NA,NA,NA,NA,NA,NA,"New York Times",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595","Magazine","","North Korea Is No Longer the Hermit Kingdom — but How Long Will China Be Its Lifeline?","The country’s peculiar trading entanglements make sanctions possible. Will its longtime enabler finally make them enforceable?","https://www.nytimes.com/2017/10/18/magazine/north-korea-is-no-longer-the-hermit-kingdom-but-how-long-will-china-be-its-lifeline.html","By BROOK LARMER","Article","2017-10-18T05:00:25-04:00","2017-10-18T05:00:25-04:00","2017-10-18T05:00:25-04:00","","","https://static01.nyt.com/images/2017/10/22/magazine/22onmoney1/22onmoney1-thumbStandard.jpg","Standard Thumbnail","75","75","image","photo","","Illustration by Andrew Rae","https://static01.nyt.com/images/2017/10/22/magazine/22onmoney1/22onmoney1-thumbLarge.jpg","thumbLarge","150","150","image","photo","","Illustration by Andrew Rae","https://static01.nyt.com/images/2017/10/22/magazine/22onmoney1/22onmoney1-articleInline.jpg","Normal","191","190","image","photo","","Illustration by Andrew Rae","https://static01.nyt.com/images/2017/10/22/magazine/22onmoney1/22onmoney1-mediumThreeByTwo210.jpg","mediumThreeByTwo210","140","210","image","photo","","Illustration by Andrew Rae","https://static01.nyt.com/images/2017/10/22/magazine/22onmoney1/22onmoney1-superJumbo.jpg","superJumbo","1654","1647","image","photo","","Illustration by Andrew Rae","https://nyti.ms/2kYuKFh",FALSE,NA,"Kim Jong-un","Embargoes and Sanctions","Economic Conditions and Trends",NA,NA,NA,NA,NA,NA,NA,"North Korea","China",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596","Magazine","","My Wife Found My Sexy Phone Pics and Won’t Let It Go","The magazine’s Ethicist columnist on the nature of forgiveness and more.","https://www.nytimes.com/2017/10/18/magazine/my-wife-found-my-sexy-phone-pics-and-wont-let-it-go.html","By KWAME ANTHONY APPIAH","Article","2017-10-18T05:00:31-04:00","2017-10-18T05:00:31-04:00","2017-10-18T05:00:31-04:00","","","https://static01.nyt.com/images/2017/10/22/magazine/22ethicist/22mag-22ethicist-t_CA0-thumbStandard.jpg","Standard Thumbnail","75","75","image","photo","","Illustration by Tomi Um","https://static01.nyt.com/images/2017/10/22/magazine/22ethicist/22mag-22ethicist-t_CA0-thumbLarge.jpg","thumbLarge","150","150","image","photo","","Illustration by Tomi Um","https://static01.nyt.com/images/2017/10/22/magazine/22ethicist/22mag-22ethicist-t_CA0-articleInline.jpg","Normal","305","190","image","photo","","Illustration by Tomi Um","https://static01.nyt.com/images/2017/10/22/magazine/22ethicist/22mag-22ethicist-t_CA0-mediumThreeByTwo210.jpg","mediumThreeByTwo210","140","210","image","photo","","Illustration by Tomi Um","https://static01.nyt.com/images/2017/10/22/magazine/22ethicist/22mag-22ethicist-t_CA0-superJumbo.jpg","superJumbo","2048","1276","image","photo","","Illustration by Tomi Um","https://nyti.ms/2zhJT75",FALSE,NA,NA,"Marriages","Dating and Relationships","Divorce, Separations and Annulments","Ethics (Personal)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sexting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597","Magazine","","How to Blush Without Shame","Don’t look inward; focus on what’s going on outside your body. Resist “situational avoidance.”","https://www.nytimes.com/2017/10/20/magazine/how-to-blush-without-shame.html","By MALIA WOLLAN","Article","2017-10-20T05:05:31-04:00","2017-10-20T05:05:31-04:00","2017-10-20T05:05:31-04:00","","","https://static01.nyt.com/images/2017/10/22/magazine/22tip/22mag-22tip-t_CA0-thumbStandard.png","Standard Thumbnail","75","75","image","photo","","Illustration by Radio","https://static01.nyt.com/images/2017/10/22/magazine/22tip/22mag-22tip-t_CA0-thumbLarge.png","thumbLarge","150","150","image","photo","","Illustration by Radio","https://static01.nyt.com/images/2017/10/22/magazine/22tip/22mag-22tip-t_CA0-articleInline.png","Normal","211","190","image","photo","","Illustration by Radio","https://static01.nyt.com/images/2017/10/22/magazine/22tip/22mag-22tip-t_CA0-mediumThreeByTwo210.png","mediumThreeByTwo210","140","210","image","photo","","Illustration by Radio","https://static01.nyt.com/images/2017/10/22/magazine/22tip/22mag-22tip-t_CA0-superJumbo.png","superJumbo","1626","1467","image","photo","","Illustration by Radio","https://nyti.ms/2zoAmuY",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598","Magazine","","Behind the Cover: 10.22.17","In this issue, a look at one woman’s professional setbacks due to a methodological reform movement in social psychology.","https://www.nytimes.com/2017/10/20/magazine/behind-the-cover-10-22-17.html","By THE NEW YORK TIMES MAGAZINE","Article","2017-10-20T05:00:20-04:00","2017-10-20T05:00:20-04:00","2017-10-20T05:00:20-04:00","","","https://static01.nyt.com/images/2017/10/22/magazine/22cover-type/22cover-type-thumbStandard.jpg","Standard Thumbnail","75","75","image","photo","","Photo illustration by Alec Soth","https://static01.nyt.com/images/2017/10/22/magazine/22cover-type/22cover-type-thumbLarge.jpg","thumbLarge","150","150","image","photo","","Photo illustration by Alec Soth","https://static01.nyt.com/images/2017/10/22/magazine/22cover-type/22cover-type-articleInline.jpg","Normal","231","190","image","photo","","Photo illustration by Alec Soth","https://static01.nyt.com/images/2017/10/22/magazine/22cover-type/22cover-type-mediumThreeByTwo210.jpg","mediumThreeByTwo210","140","210","image","photo","","Photo illustration by Alec Soth","https://static01.nyt.com/images/2017/10/22/magazine/22cover-type/22cover-type-superJumbo.jpg","superJumbo","2048","1683","image","photo","","Photo illustration by Alec Soth","https://nyti.ms/2znkwAP",FALSE,NA,"Cuddy, Amy (1972- )","Research","Photography","Academic and Scientific Journals","Psychology and Psychologists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599","Magazine","","Poem: Being in This World Makes Me Feel Like a Time Traveler","Selected by Terrance Hayes.","https://www.nytimes.com/2017/10/20/magazine/poem-being-in-this-world-makes-me-feel-like-a-time-traveler.html","By KAVEH AKBAR","Article","2017-10-20T05:00:20-04:00","2017-10-20T05:00:20-04:00","2017-10-20T05:00:20-04:00","","","https://static01.nyt.com/images/2017/10/22/magazine/22poem/22mag-22poem-t_CA0-thumbStandard.jpg","Standard Thumbnail","75","75","image","photo","","","https://static01.nyt.com/images/2017/10/22/magazine/22poem/22mag-22poem-t_CA0-thumbLarge.jpg","thumbLarge","150","150","image","photo","","","https://static01.nyt.com/images/2017/10/22/magazine/22poem/22mag-22poem-t_CA0-articleInline.jpg","Normal","95","190","image","photo","","","https://static01.nyt.com/images/2017/10/22/magazine/22poem/22mag-22poem-t_CA0-mediumThreeByTwo210.jpg","mediumThreeByTwo210","140","210","image","photo","","","https://static01.nyt.com/images/2017/10/22/magazine/22poem/22mag-22poem-t_CA0-superJumbo.jpg","superJumbo","995","1992","image","photo","","","https://nyti.ms/2l3lZde",FALSE,"Poetry and Poets",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600","Magazine","","New Sentences: From ‘Smile,’ by Roddy Doyle","The “little man” in this character’s stomach is a charming way to picture our alienation from our own bodies.","https://www.nytimes.com/2017/10/20/magazine/new-sentences-from-smile-by-roddy-doyle.html","By SAM ANDERSON","Article","2017-10-20T05:00:03-04:00","2017-10-20T05:00:03-04:00","2017-10-20T05:00:03-04:00","","","https://static01.nyt.com/images/2017/10/22/magazine/22mag-sentences1/22mag-sentences1-thumbStandard.jpg","Standard Thumbnail","75","75","image","photo","","","https://static01.nyt.com/images/2017/10/22/magazine/22mag-sentences1/22mag-sentences1-thumbLarge.jpg","thumbLarge","150","150","image","photo","","","https://static01.nyt.com/images/2017/10/22/magazine/22mag-sentences1/22mag-sentences1-articleInline-v2.jpg","Normal","265","190","image","photo","","","https://static01.nyt.com/images/2017/10/22/magazine/22mag-sentences1/22mag-sentences1-mediumThreeByTwo210-v2.jpg","mediumThreeByTwo210","140","210","image","photo","","","https://static01.nyt.com/images/2017/10/22/magazine/22mag-sentences1/22mag-sentences1-superJumbo.jpg","superJumbo","1638","2048","image","photo","","","https://nyti.ms/2zmBRtG",FALSE,NA,"Doyle, Roddy","Books and Literature","Smile: A Novel (Book)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601","Magazine","","Judge John Hodgman on a Baffling Lyrical Discrepancy","How should one sing a line that was bungled in the original recording?","https://www.nytimes.com/2017/10/20/magazine/judge-john-hodgman-on-a-baffling-lyrical-discrepancy.html","","Article","2017-10-20T05:00:03-04:00","2017-10-20T05:00:03-04:00","2017-10-20T05:00:03-04:00","","","https://static01.nyt.com/images/2017/10/22/magazine/22hodgman/22mag-22hodgman-t_CA0-thumbStandard.png","Standard Thumbnail","75","75","image","photo","","Illustration by Kyle Hilton","https://static01.nyt.com/images/2017/10/22/magazine/22hodgman/22mag-22hodgman-t_CA0-thumbLarge.png","thumbLarge","150","150","image","photo","","Illustration by Kyle Hilton","https://static01.nyt.com/images/2017/10/22/magazine/22hodgman/22mag-22hodgman-t_CA0-articleInline.png","Normal","189","190","image","photo","","Illustration by Kyle Hilton","https://static01.nyt.com/images/2017/10/22/magazine/22hodgman/22mag-22hodgman-t_CA0-mediumThreeByTwo210.png","mediumThreeByTwo210","140","210","image","photo","","Illustration by Kyle Hilton","https://static01.nyt.com/images/2017/10/22/magazine/22hodgman/22mag-22hodgman-t_CA0-superJumbo.png","superJumbo","1223","1231","image","photo","","Illustration by Kyle Hilton","https://nyti.ms/2l3YdOc",FALSE,NA,"Summer, Donna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602","Magazine","","The 10.8.17 Issue","Readers respond.","https://www.nytimes.com/2017/10/20/magazine/the-10-817-issue.html","","Article","2017-10-20T05:00:03-04:00","2017-10-20T05:00:03-04:00","2017-10-20T05:00:03-04:00","","","https://static01.nyt.com/images/2017/10/22/magazine/22thread1/22mag-22thread-t_CA1-thumbStandard.jpg","Standard Thumbnail","75","75","image","photo","The Story, on Twitter | Fran McDormand requested Santana’s ‘‘Smooth’’ for her @NYTmag cover shoot. She is actually the best. — @ezwrites","Katy Grannan for The New York Times","https://static01.nyt.com/images/2017/10/22/magazine/22thread1/22mag-22thread-t_CA1-thumbLarge.jpg","thumbLarge","150","150","image","photo","The Story, on Twitter | Fran McDormand requested Santana’s ‘‘Smooth’’ for her @NYTmag cover shoot. She is actually the best. — @ezwrites","Katy Grannan for The New York Times","https://static01.nyt.com/images/2017/10/22/magazine/22thread1/22mag-22thread-t_CA1-articleInline.jpg","Normal","234","190","image","photo","The Story, on Twitter | Fran McDormand requested Santana’s ‘‘Smooth’’ for her @NYTmag cover shoot. She is actually the best. — @ezwrites","Katy Grannan for The New York Times","https://static01.nyt.com/images/2017/10/22/magazine/22thread1/22mag-22thread-t_CA1-mediumThreeByTwo210.jpg","mediumThreeByTwo210","140","210","image","photo","The Story, on Twitter | Fran McDormand requested Santana’s ‘‘Smooth’’ for her @NYTmag cover shoot. She is actually the best. — @ezwrites","Katy Grannan for The New York Times","https://static01.nyt.com/images/2017/10/22/magazine/22thread1/22mag-22thread-t_CA1-superJumbo.jpg","superJumbo","1598","1296","image","photo","The Story, on Twitter | Fran McDormand requested Santana’s ‘‘Smooth’’ for her @NYTmag cover shoot. She is actually the best. — @ezwrites","Katy Grannan for The New York Times","https://nyti.ms/2l0rtW9",FALSE,NA,NA,"News and News Media","Social Media","Culture (Arts)",NA,NA,NA,NA,NA,"Hollywood (Calif)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603","Magazine","","Bree Newsome Thinks Allies Should Be Protesting","The activist on the intersection of faith and politics and the importance of white protesters in Charlottesville.","https://www.nytimes.com/2017/10/18/magazine/bree-newsome-thinks-allies-should-be-protesting.html","Interview by ANA MARIE COX","Article","2017-10-18T05:00:02-04:00","2017-10-18T05:00:02-04:00","2017-10-18T05:00:02-04:00","","","https://static01.nyt.com/images/2017/10/22/magazine/22talk-promo/22talk-promo-thumbStandard.jpg","Standard Thumbnail","75","75","image","photo","Bree Newsome","Colby Katz for The New York Times","https://static01.nyt.com/images/2017/10/22/magazine/22talk-promo/22talk-promo-thumbLarge.jpg","thumbLarge","150","150","image","photo","Bree Newsome","Colby Katz for The New York Times","https://static01.nyt.com/images/2017/10/22/magazine/22talk-promo/22talk-promo-articleInline.jpg","Normal","127","190","image","photo","Bree Newsome","Colby Katz for The New York Times","https://static01.nyt.com/images/2017/10/22/magazine/22talk-promo/22talk-promo-mediumThreeByTwo210.jpg","mediumThreeByTwo210","140","210","image","photo","Bree Newsome","Colby Katz for The New York Times","https://static01.nyt.com/images/2017/10/22/magazine/22talk-promo/22talk-promo-superJumbo.jpg","superJumbo","1365","2048","image","photo","Bree Newsome","Colby Katz for The New York Times","https://nyti.ms/2ziR6Uz",FALSE,NA,"Byuarim-Newsome, Brittany Ann (1985- )","Blacks","Charlottesville, Va, Violence (August, 2017)","Flags, Emblems and Insignia","Demonstrations, Protests and Riots",NA,NA,NA,NA,"Charlottesville (Va)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604","Magazine","","Why Is ‘Politicization’ So Partisan?","Accusations of “politicizing” may seem like mudslinging but reflect deeper assumptions about what is objective truth.","https://www.nytimes.com/2017/10/17/magazine/why-is-politicization-so-partisan.html","By JENNIFER SZALAI","Article","2017-10-17T05:00:29-04:00","2017-10-17T05:00:29-04:00","2017-10-17T05:00:29-04:00","","","https://static01.nyt.com/images/2017/10/22/magazine/22firstwords/22firstwords-thumbStandard.jpg","Standard Thumbnail","75","75","image","photo","","Photo illustration by Derek Brahney","https://static01.nyt.com/images/2017/10/22/magazine/22firstwords/22firstwords-thumbLarge.jpg","thumbLarge","150","150","image","photo","","Photo illustration by Derek Brahney","https://static01.nyt.com/images/2017/10/22/magazine/22firstwords/22mag-22firstwords-t_CA0-articleInline.jpg","Normal","190","190","image","photo","","Photo illustration by Derek Brahney","https://static01.nyt.com/images/2017/10/22/magazine/22firstwords/22firstwords-mediumThreeByTwo210.jpg","mediumThreeByTwo210","140","210","image","photo","","Photo illustration by Derek Brahney","https://static01.nyt.com/images/2017/10/22/magazine/22firstwords/22mag-22firstwords-t_CA0-superJumbo.jpg","superJumbo","2048","2048","image","photo","","Photo illustration by Derek Brahney","https://nyti.ms/2zfvMPJ",FALSE,NA,"Hannity, Sean","English Language","Liberalism (US Politics)","Gun Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605","Real Estate","","Should You Really Buy That Home?","Avoiding a money-pit or any other kind of real estate nightmare is possible if you pay attention to a few important red flags.","https://www.nytimes.com/2017/10/20/realestate/should-you-really-buy-that-home.html","By JEN A. MILLER","Article","2017-10-20T05:00:22-04:00","2017-10-20T05:00:22-04:00","2017-10-20T05:00:22-04:00","","","https://static01.nyt.com/images/2017/10/22/realestate/22REDFLAGS/22REDFLAGS-thumbStandard.jpg","Standard Thumbnail","75","75","image","photo","","Kate Wong","https://static01.nyt.com/images/2017/10/22/realestate/22REDFLAGS/22REDFLAGS-thumbLarge.jpg","thumbLarge","150","150","image","photo","","Kate Wong","https://static01.nyt.com/images/2017/10/22/realestate/22REDFLAGS/22REDFLAGS-articleInline.jpg","Normal","190","190","image","photo","","Kate Wong","https://static01.nyt.com/images/2017/10/22/realestate/22REDFLAGS/22REDFLAGS-mediumThreeByTwo210.jpg","mediumThreeByTwo210","140","210","image","photo","","Kate Wong","https://static01.nyt.com/images/2017/10/22/realestate/22REDFLAGS/22REDFLAGS-superJumbo.jpg","superJumbo","2048","2048","image","photo","","Kate Wong","https://nyti.ms/2l2wpd8",FALSE,"Real Estate and Housing (Residential)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606","Real Estate","","On the Upper West Side, New Digs for Old Souls","Robert A.M. Stern’s firm has designed a new luxury masonry building, with some modern tweaks. Can it compete with glassy towers?","https://www.nytimes.com/2017/10/20/realestate/on-the-upper-west-side-new-digs-for-old-souls.html","By STEFANOS CHEN","Article","2017-10-20T09:30:22-04:00","2017-10-20T09:30:21-04:00","2017-10-20T09:30:21-04:00","","","https://static01.nyt.com/images/2017/10/22/realestate/22highend01/22highend01-thumbStandard.jpg","Standard Thumbnail","75","75","image","photo","250 West 81st Street will have 18 stories.","Williams New York","https://static01.nyt.com/images/2017/10/22/realestate/22highend01/22highend01-thumbLarge.jpg","thumbLarge","150","150","image","photo","250 West 81st Street will have 18 stories.","Williams New York","https://static01.nyt.com/images/2017/10/22/realestate/22highend01/22highend01-articleInline.jpg","Normal","315","190","image","photo","250 West 81st Street will have 18 stories.","Williams New York","https://static01.nyt.com/images/2017/10/22/realestate/22highend01/22highend01-mediumThreeByTwo210.jpg","mediumThreeByTwo210","140","210","image","photo","250 West 81st Street will have 18 stories.","Williams New York","https://static01.nyt.com/images/2017/10/22/realestate/22highend01/22highend01-superJumbo.jpg","superJumbo","2048","1236","image","photo","250 West 81st Street will have 18 stories.","Williams New York","https://nyti.ms/2l4BHF2",FALSE,NA,NA,"Real Estate and Housing (Residential)","Condominiums",NA,NA,NA,NA,NA,NA,"Upper West Side (Manhattan, NY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
